FEN,Moves,MateIn,Winner
5r1k/pb3ppp/8/2p2NB1/8/1P1P2bq/1PPQR1P1/4R2K w - - 2 25,h1g1 h3h2 g1f1 h2h1,2,Black
r1b1qk2/pp3ppB/2nb3p/3N2NQ/8/5R1P/P1P2PP1/6K1 b - - 5 20,f7f6 f3f6 g7f6 h5h6,2,Black
rn2k3/pp3r2/2pqRBQ1/3p1p2/3R3P/8/P4P2/6K1 b q - 0 26,d6e6 g6g8 f7f8 g8e6,2,White
r4r2/pb2NpBp/1p5k/6b1/1P2p1Q1/3q4/P2N2PP/R6K b - - 7 23,h6g7 g4g5 g7h8 g5f6,2,White
4k2r/p5Qp/5p2/1bq5/8/5N2/PP2B1PP/RK1r4 w k - 4 21,e2d1 b5d3 d1c2 c5c2,2,Black
5rk1/1p4p1/4p1Qn/1q1pN3/1p1P4/P3P3/1B1K4/R6R w - - 2 39,h1h6 f8f2 d2c1 b5f1,2,White
2r3k1/5ppp/8/8/8/3RP3/1B3PPP/2q3K1 w - - 0 29,b2c1 c8c1 d3d1 c1d1,2,Black
4R3/3r1ppk/7p/8/3B2nP/P5q1/2Q5/5K2 b - - 5 41,f7f5 c2f5 g7g6 f5d7,2,White
8/5p2/4pk1p/6p1/5PPK/2r4P/R7/8 w - - 0 61,f4g5 h6g5 h4h5 c3h3,2,Black
3rQ2k/1pp1P1pp/p7/8/3b4/1PqP2P1/P1P3BP/1K2RR2 b - - 0 26,d8e8 f1f8 e8f8 e7f8q,2,White
6k1/p2r2pp/1b6/4Q3/6Pq/B1P2b1P/P4P2/4R1K1 b - - 0 28,d7d8 e5e6 g8h8 e6e8 d8e8 e1e8,3,Black
r3r1k1/ppp3pp/5p2/3P3Q/5R2/8/PP1B2PP/2q4K w - - 4 23,d2c1 e8e1 f4f1 e1f1,2,Black
2r2r1k/6p1/5pBR/pqpPbP2/2R1P3/4Q3/1P4PP/6K1 b - - 0 31,g7h6 e3h6 h8g8 h6h7,2,White
6Qk/1p6/p5K1/1b2PB2/6P1/P3q3/1B6/2R5 b - - 0 31,h8g8 c1c8 b5e8 c8e8,2,White
4r2k/p1b4p/n1p1qp2/1pP5/1P1R2pN/P1Q3Pb/1B3P1P/3Rr1KB w - - 4 31,d1e1 e6e1 c3e1 e8e1,2,Black
7Q/1p3qk1/r3p3/3pb1p1/4n3/4B1P1/P4PK1/7R b - - 4 31,g7g6 h8h6 g6f5 g3g4 f5g4 h6h3,3,White
6rk/2Q3p1/2p4p/p1q5/Pp6/1P4Pn/6PP/R4RK1 w - - 3 32,g1h1 c5g1 f1g1 h3f2,2,Black
rk6/ppp3p1/4Q3/2b1P1q1/4p1p1/6P1/PP5r/3R1R1K w - - 0 22,h1h2 g5h5 h2g2 h5h3,2,Black
r6r/bpp3k1/p2p1n2/P2P2q1/1PP1p3/R3P2P/3BB2K/2Q2R2 w - - 0 29,f1g1 h8h3 h2h3 a8h8 e2h5 h8h5,3,Black
1r4k1/5ppp/4p3/p7/P1P5/8/B3RPPP/1r4K1 w - - 1 27,a2b1 b8b1 e2e1 b1e1,2,Black
8/rP3p2/7p/4p1p1/6P1/4k3/8/4K3 w - - 0 50,b7b8q a7a1 b8b1 a1b1,2,Black
4r1k1/RQ3ppp/2P5/8/8/3nN1PK/5q1P/8 b - - 9 32,f2e3 b7f7 g8h8 f7g7,2,Black
2r1k3/4n1B1/3PQ3/4P3/4b3/7P/2p2PPK/7q w - - 1 38,h2h1 c2c1q h1h2 c1f4 g2g3 f4f2,3,Black
r3k3/1p1Qnrpp/p7/6q1/8/2P5/PKP2PPP/3RR3 b q - 5 21,e8f8 d7d8 a8d8 d1d8,2,White
Q3n3/1r3k1p/R2p2p1/3Pp3/1Pp1P3/K3q3/7P/R7 w - - 1 41,a3a4 e3b3 a4a5 b3b4,2,Black
r4rk1/pp3p2/2pq2pQ/3p2Np/5n2/3BP2P/2P2PP1/6K1 b - - 1 26,f8d8 h6h7 g8f8 h7f7,2,White
3r1R1k/ppp1Q2p/6p1/8/1Pb5/P7/6PP/3q1NK1 b - - 8 34,d8f8 e7f8 c4g8 f8f6,2,White
3r4/7P/6Q1/2k5/3n4/8/PPP2PP1/2K5 w - - 1 37,g6f6 d4e2 c1b1 d8d1,2,White
6k1/7p/2b1pBp1/5p2/2rpqP2/6P1/1Q5R/6K1 b - - 1 50,d4d3 b2b8 g8f7 h2h7 f7f6 b8f8,3,Black
8/1NP5/p7/7p/8/8/PP3kpK/8 w - - 1 43,c7c8q g2g1q h2h3 g1h1,2,Black
8/1q5p/4Nppk/4Q3/8/2K5/r3B3/7R b - - 3 39,b7h1 e5f4 g6g5 f4f6,2,White
1qr2rk1/ppb2p2/4pRp1/3pP3/3N2Q1/4P1RP/PP6/6K1 b - - 1 24,c7e5 f6g6 f7g6 g4g6 e5g7 g6g7,3,White
8/4P3/1R5p/4N1p1/4P3/5PR1/rp3k1P/7K w - - 0 40,e7e8q a2a1 g3g1 a1g1,2,White
7k/p6p/2n5/2p1q3/P3Q3/2P2pr1/1P3P2/4R1K1 w - - 0 38,f2g3 e5g3 g1f1 g3g2,2,Black
8/5p1p/3p1Qpk/2rP4/4P3/6P1/PP5q/1K3R2 w - - 1 33,f6f7 h2c2 b1a1 c2c1 f1c1 c5c1,3,White
2r5/kp6/3R1p2/8/8/2q1PP2/Pp2Q3/1K6 w - - 4 34,d6d1 c3c1 d1c1 b2c1q,2,Black
r3r1k1/ppp2ppp/3b4/3P4/8/2N3Pb/PPQ2PqP/R1B1RBK1 w - - 7 20,f1g2 e8e1 g2f1 e1f1,2,Black
8/8/2R1pB2/2P1Pp2/5n1P/5k1r/5P2/6K1 w - - 3 49,c6a6 f4e2 g1f1 h3h1,2,Black
r1bq4/ppRn2Q1/2Rk4/3p4/3Pp3/8/P4PPP/6K1 b - - 13 43,b7c6 c7d7 c8d7 g7e5,2,White
QQ6/5r1k/8/3p4/3P3p/2P1R1qP/6Pn/5K2 w - - 1 43,f1e2 g3g2 e2d1 f7f1 e3e1 f1e1 d1e1 h2f3 e1d1 g2d2,5,Black
r4Qk1/pbp5/1pn3p1/4p3/4q3/7P/PP3Q1K/5R2 b - - 0 29,a8f8 f2f8 g8h7 f1f7,2,White
r5kQ/ppp2rp1/3bqp2/n2p4/3P3N/P1N1P3/1PP5/2K3RR b - - 7 22,g8h8 h4g6 h8g8 h1h8,2,White
4rr2/1bqn1kQ1/p3pb2/3pP3/NP1B4/2P2R1R/P5PP/6K1 b - - 0 24,f7g7 f3g3 f6g5 g3g5 g7f7 h3h7,3,White
2rq2k1/p3pp2/3p2p1/6B1/2r1P3/5P2/Pbp4Q/K1R4R w - - 0 29,a1b2 d8b6 b2a1 b6d4,2,Black
6k1/4Qppp/p4n2/3p4/N3pB1K/1P2P2P/P4Pq1/6r1 b - - 1 30,g2g6 e7d8 f6e8 d8e8,2,Black
1k2r1r1/pp1b1R1Q/2p5/8/8/8/1P4qP/6RK w - - 0 31,g1g2 e8e1 f7f1 e1f1 g2g1 f1g1,3,Black
5krr/1b3p2/p4P2/1p2p3/4q3/2Q1pN2/1P4B1/2R3K1 b - - 1 37,g8g6 c3c8 b7c8 c1c8,2,Black
3Nr1k1/p1Q2b1p/8/5pp1/3Bn3/8/PP3PPP/5qK1 w - - 0 35,g1f1 e4d2 f1g1 e8e1,2,Black
1kqr1r2/1Bp3p1/1p1n1p1p/4p3/1P1P1B2/2P2Q2/R4PPP/R5K1 b - - 0 25,c8b7 a2a8 b7a8 a1a8,2,White
1rr4k/3R2b1/6Pp/3B4/p4pn1/5P2/P2K4/6NR b - - 2 31,g4e3 h1h6 g7h6 d7h7,2,Black
5r2/ppp1k2p/2P1p3/PP1pP3/4p3/3bP1Pq/5Q1P/R1B3K1 w - - 1 29,f2e1 f8f1 e1f1 h3f1,2,White
4k1r1/2pnqp1p/7B/Q7/3P4/2PB4/P5rP/RN3RK1 w - - 0 17,g1h1 g2h2 h1h2 e7h4,2,Black
7k/2R5/p5K1/6P1/2p5/5r2/4q3/8 b - - 0 60,e2e5 c7c8 e5e8 c8e8 f3f8 e8f8,3,Black
r1bqk2r/ppp2pp1/2nnp2p/3p3P/3P1BPb/2P2P2/PP1NP3/R2QKBNR w KQkq - 1 10,h1h4 d8h4 f4g3 h4g3,2,Black
2r3k1/pp3p1p/5qp1/3p4/R3p3/1P4Pb/PQ2PPNP/2r2BK1 w - - 15 28,b2f6 c1f1 g1f1 c8c1,2,Black
8/4R1pk/5p2/3b2p1/3B1P1K/2P4P/6r1/8 w - - 0 45,f4g5 f6g5 h4h5 d5f3,2,Black
6r1/1pp2p1k/p2p1B1R/5P2/2n1r3/8/PPP3P1/2KR4 b - - 0 26,h7h6 d1h1 e4h4 h1h4,2,White
6k1/p4p2/1p1p3p/3P2p1/4N1P1/1B3b1q/PP2RQ1P/2r3K1 w - - 1 35,e2e1 c1e1 f2e1 h3g2,2,Black
8/8/5P2/8/3p1P2/4k3/4p2P/4K3 w - - 2 55,f6f7 d4d3 h2h3 d3d2,2,Black
Q4r1k/2P3pp/8/1p2p3/4P3/p7/1q3PPP/3R1RK1 b - - 0 23,f8a8 d1d8 a8d8 c7d8q,2,White
1k2r1r1/pp3Q1p/4p3/3PP3/8/1P3Pn1/P2q2PP/2R3RK w - - 4 24,h2g3 d2h6 f7h5 h6h5,2,Black
8/1Qb2pk1/2P3p1/6p1/6B1/5pPP/3q1P1K/8 w - - 1 50,b7a7 c7g3 h2g3 d2f4,2,Black
2b3N1/1p3B1k/2p2b2/r3qP2/p7/8/PP5Q/1K4R1 b - - 3 35,e5h2 g8f6 h7h8 g1g8,2,White
r1q2r2/pp6/k1p5/R4p1p/2Pp3Q/1R6/PP4PP/7K b - - 6 29,a6a5 h4e1 a5a6 b3a3 a6b6 e1a5,3,White
7k/6r1/p6p/1p2PQ2/2p2P2/2P3p1/P3P1RK/4q3 w - - 0 37,h2h3 e1h1 g2h2 h1h2,2,Black
rn2k1nr/ppp2p1p/3p4/6N1/2BbP2q/2N4b/PPP4P/R1BQ2KR w kq - 0 17,d1d4 h4e1 c4f1 e1f1,2,Black
1r5k/5pq1/4pNp1/7R/8/5Q2/4KPPP/r7 b - - 0 32,g6h5 f3h5 g7h6 h5h6,2,White
5rk1/2p2rp1/p1p5/2q5/7Q/7R/PPP3PP/R5K1 w - - 5 25,g1h1 f7f1 a1f1 f8f1,2,Black
4Rbk1/1p3p1p/1P6/3r1p2/5B2/8/5PPP/2q3K1 w - - 0 38,f4c1 d5d1 e8e1 d1e1,2,Black
r1bq1nrk/5p2/pp1p2p1/2pPpNp1/2P1P1P1/1P4K1/P2QBP2/3R3R b - - 1 24,f8h7 h1h7 h8h7 d1h1,2,White
3r2k1/1p2Q1p1/5p2/1p2p1p1/3r4/P7/1P3PPP/1Rq4K w - - 0 31,b1c1 d4d1 c1d1 d8d1,2,Black
6k1/5p1p/4p3/p2pP1Q1/3P2P1/1b2B3/2r1q1P1/1R4K1 b - - 5 34,g8f8 g5d8 f8g7 e3h6 g7h6 d8f6,3,White
r2q2k1/1p4pp/p2p4/2P1pp2/4Pn2/5P2/PP1Q1PBr/3R2RK w - - 0 23,h1h2 d8h4 g2h3 h4h3,2,Black
7k/6pp/8/Q5P1/Pp5P/4qP2/6K1/3r4 b - - 2 38,e3e1 a5a8 d1d8 a8d8 e1e8 d8e8,3,Black
3R1bk1/5p1p/p3p1pP/1p2rnP1/4QP2/8/PPP5/1K3B2 w - - 0 36,e4a8 e5e1 d8d1 e1d1,2,White
7Q/8/6p1/7k/3P3P/4P1P1/5PK1/1qq5 b - - 3 62,h5g4 f2f3 g4f5 h8e5,2,White
3Q1nkR/5pp1/2p2r2/1pP1qNp1/pP2P3/P4P2/5KP1/8 b - - 3 45,g8h8 d8f8 h8h7 f8g7,2,White
1k4rq/ppQ2p2/4p3/3pr3/PP6/8/2R3P1/2R3K1 b - - 5 32,b8a8 c7c8 g8c8 c2c8 h8c8 c1c8,3,White
6k1/R5P1/p5Kp/5p2/r3p3/6P1/1p6/8 b - - 1 58,b2b1q a7a8 b1b8 a8b8,2,White
3r1rk1/pp3p2/6Rp/2pp4/5b1q/1PPQ1P1P/P1B2P2/4RK2 b - - 0 29,g8h8 g6g8 f8g8 d3h7,2,White
r6r/pp1nqpk1/2p1p1R1/8/3P2Q1/3B2P1/PPP2PK1/7R b - - 0 26,f7g6 g4g6 g7f8 h1h8,2,White
2k2Rnr/pppr2pp/3p4/8/2B1p3/P3P2P/1P4P1/2R3K1 b - - 3 19,d7d8 c4e6 c8b8 f8d8,2,White
8/p3Nk1p/3P1pp1/8/4p1q1/P3Pb2/1P1Q1P1P/6K1 w - - 3 31,g1f1 g4g2 f1e1 g2g1,2,Black
5r1k/2p2p1p/1q1p1p1N/4pN2/2P1P1R1/1P5P/5PP1/6K1 b - - 2 32,b6b3 g4g8 f8g8 h6f7,2,White
3r3k/1RR3p1/5pBp/8/5pn1/5P1P/7K/4r3 w - - 0 45,h3g4 d8d2 h2h3 e1h1,2,Black
2r3k1/pp6/8/3p4/4p2Q/1P1P2P1/P3PqbP/6RK w - - 1 27,g1g2 c8c1 g2g1 c1g1,2,Black
r6r/2R3p1/4p1np/p2p1kPQ/3P3P/1q1B4/5P2/6K1 b - - 2 33,b3d3 c7f7 f5e4 h5g4 g6f4 g4f4,3,White
8/8/4R3/8/1P1Rp3/r1P2kP1/5P1P/6K1 w - - 0 37,e6e4 a3a1 d4d1 a1d1 e4e1 d1e1,3,White
8/5rk1/1Q1p2p1/2pPp3/2P1P1Np/1P4nP/6P1/R4qK1 w - - 5 47,a1f1 f7f1 g1h2 f1h1,2,Black
4QN1k/1p3pp1/p6p/P1p4P/3n4/5PPK/1P1q4/8 b - - 0 34,d2e2 f8g6 h8h7 e8h8,2,White
5bk1/1p5p/3p2r1/2qPp2Q/4P3/6Nn/6PP/R4RK1 w - - 10 35,g1h1 c5g1 f1g1 h3f2,2,Black
6k1/2Q3pp/2R5/3p4/3P2R1/4q2P/PP1n2P1/4r2K w - - 9 34,h1h2 d2f1 h2h1 f1g3 h1h2 e1h1,3,Black
2k4r/1pp2p2/4q3/pPP1R2p/P4n2/3P4/5PrN/2R1QK2 b - - 1 27,e6h3 e5e8 h8e8 e1e8,2,Black
6k1/5pp1/4p1p1/1P6/4Q3/P4rqP/2r3PK/3R2R1 w - - 2 39,h2h1 g3h3 g2h3 f3h3,2,Black
1r5k/RR5p/7P/1p6/1r3p2/4p3/5PP1/6K1 b - - 0 30,b8b7 a7a8 b7b8 a8b8,2,White
5R2/kp1b4/p2Rq1p1/8/2P2Q2/1r6/5PPP/6K1 w - - 9 44,d6e6 b3b1 f4c1 b1c1 e6e1 c1e1,3,White
6k1/4r1p1/6Q1/p3p3/Pp6/1B1P1P2/1P3q2/1K6 b - - 1 34,g8f8 g6f5 f8e8 f5c8,2,White
r1b1R1k1/1p3rp1/p4p1p/3q1P1Q/2p5/2P5/PP4PP/4R2K b - - 1 28,f7f8 e8f8 g8f8 e1e8,2,White
6k1/5pp1/8/7Q/5p2/5PqP/P3r1P1/5RK1 w - - 1 32,h5g4 e2g2 g1h1 g2h2,2,Black
4Q1k1/1p2ppbp/4P1p1/qN6/1p3P2/1P5P/1PP1p1P1/6K1 b - - 1 26,g7f8 e8f7 g8h8 f7f8,2,White
r3k2r/p1Q5/np2R2p/8/8/2P2q2/P1P4P/2K5 b - - 0 24,e8f8 c7e7 f8g8 e6g6,2,White
2k2r2/ppp4p/8/2bPp1p1/4q3/1B3b2/PPP4N/R1B2KQ1 w - - 0 25,g1c5 e4e2 f1g1 e2g2,2,Black
r2q1r1k/pp3Ppp/1np3N1/8/3P4/3Q4/P3B1PP/R4nK1 b - - 2 18,h7g6 d3h3 d8h4 h3h4,2,White
1r1k3r/4RRp1/4p2p/n3P3/4BB2/8/5PPP/1q4K1 w - - 0 36,e4b1 b8b1 f4c1 b1c1,2,Black
r2k4/1p2b2q/p2p4/3Pp3/6Q1/5Pp1/PP6/R1B1R2K w - - 4 32,h1g1 h7h2 g1f1 h2f2,2,Black
4kn1R/2r1b1Q1/4p1p1/3pP1P1/q2N1P2/1p2B3/1PPR4/K7 w - - 1 36,a1b1 a4a2 b1c1 a2a1,2,Black
2r1r1k1/1q1R1ppp/1p6/pP3Q2/P7/6P1/5P1P/3n2K1 b - - 1 29,b7e4 f5f7 g8h8 f7g7,2,Black
6rk/4R1pp/8/1p1p2P1/2pP1B2/2Pqp1PQ/P7/3K4 w - - 2 37,d1e1 d3d2 e1f1 d2f2,2,Black
3r3k/pp3BpR/2p5/5PP1/3r4/4b3/PP4K1/R7 b - - 0 33,h8h7 a1h1 d4h4 h1h4,2,White
5k2/6n1/3pB1p1/p2P3p/1pPQp3/1P1nNq2/P6P/6K1 b - - 9 37,d3f4 d4f6 f8e8 f6f7 e8d8 f7d7,3,Black
2q2r2/5pQ1/4p1p1/7k/6P1/4PK1P/8/8 b - - 0 43,h5g5 h3h4 g5h4 g7h6,2,White
7k/7R/6K1/8/5PN1/7P/1r6/q7 b - - 1 47,h8g8 g4f6 g8f8 h7f7,2,White
2kr4/ppp2p2/5p2/8/3b2b1/6P1/PPQNq1Br/4RR1K w - - 0 18,h1h2 d8h8 c2h7 h8h7,2,Black
6k1/1b1R2p1/1P2Pq2/7p/8/1Q6/5PPP/6K1 w - - 2 39,d7b7 f6a1 b3b1 a1b1,2,White
1k3R2/1pp1Q3/p6p/4P1p1/1P2P1P1/3q4/3r3P/7K b - - 1 34,b8a7 e7c5 b7b6 c5c7,2,White
k4rn1/1p1q3r/1Ppp4/2bNp2p/2P1P3/2P4P/5PP1/Q4RK1 b - - 1 25,a8b8 a1a7 b8c8 a7a8,2,White
r4rk1/bpp2p2/6Rp/p3q3/P7/5P2/1PQ2P1P/6RK b - - 0 25,f7g6 c2g6 e5g7 g6g7,2,White
5r1k/6pP/p2bp2P/3p1p2/q2P4/4BQ2/1rP5/1K1R1R2 w - - 0 26,b1b2 a4a3 b2b1 f8b8,2,Black
q1b5/7p/p5pQ/1p2p3/1P1pP1Pk/P2R1P2/2r3r1/5R1K b - - 1 35,h4g3 f3f4 g3g4 h6g5,2,White
6rk/ppp1b2p/3p4/1P1Ppr2/P3N3/R3QpP1/2P2Pbq/4RBK1 w - - 0 30,g1h2 f5h5 h2g1 h5h1,2,Black
3rkb1r/ppp3pp/5N2/2q1p3/2B1P1Q1/1P6/P3KPPP/n2R4 b k - 0 14,g7f6 g4h5 e8e7 h5f7,2,White
2Rr3k/4qK2/pp4pp/5n2/1P3PP1/P6P/2Q5/2R5 w - - 1 36,f7g6 e7e6 g6h5 e6f7,2,Black
7k/pb1R3p/1p1qp1pN/2rp2Q1/8/6P1/PPP3BP/6K1 b - - 0 25,d6d7 g5f6 d7g7 f6d8 g7f8 d8f8,3,White
4k3/3R2pp/4p3/2bp4/2bQ1B2/6PP/4qPB1/6K1 w - - 1 30,d4g7 e2f2 g1h2 f2g1,2,White
1n3bk1/Q5pp/2p5/8/4P1n1/4P1Pq/PPP1N2P/RNB3K1 w - - 0 16,a7b8 h3h2 g1f1 h2f2,2,Black
3r2k1/p4ppp/4p3/8/PR3P2/6PK/2q5/8 b - - 0 46,d8d2 b4b8 c2c8 b8c8 d2d8 c8d8,3,Black
r6N/p3k1pp/1p6/2PQ4/4n3/8/1q3PPP/R5K1 w - - 1 22,a1e1 b2f2 g1h1 f2e1,2,White
7Q/p7/bp2p1p1/4P2k/3Np3/1P2P3/6K1/4q3 b - - 5 39,h5g4 h8h3 g4g5 d4e6,2,White
4r3/p5k1/np2r3/4NpQp/2P1q1p1/P5PP/1B3P1K/8 b - - 1 32,g7f8 e5d7 f8f7 g5g7,2,White
8/P7/1R6/1P1N4/5ppk/8/5PPK/2r5 w - - 1 44,a7a8q g4g3 f2g3 f4g3,2,White
2Qbk3/pR3r2/4p3/3pB1pp/3P4/P2qP3/5PPP/1R4K1 w - - 2 30,b7f7 d3b1 c8c1 b1c1,2,White
8/1R3p1k/6pp/8/3Q4/6P1/q1r5/4R1Kr w - - 2 33,g1h1 c2h2 h1g1 a2g2,2,Black
8/7R/p1k1r1p1/1P1n1pP1/P1K1pP2/4B3/8/8 b - - 0 44,a6b5 a4b5 c6d6 e3c5,2,White
1b2Rk1r/p7/1p1r1p2/6pp/5N2/P7/6PP/4R1K1 b - - 3 34,f8g7 e1e7 g7h6 e8h8,2,White
r4r1k/1pp3pp/p3R3/8/6n1/1QN1P2P/PP3qP1/R5K1 w - - 1 21,g1h1 f2f1 a1f1 f8f1,2,Black
5r2/2q2N1k/bn1b2r1/pppPpQ1N/7R/P6P/1PP2PP1/R5K1 b - - 8 27,c7f7 h5f6 h7g7 h4h7,2,White
r4r1k/pp2q1p1/3p1p1R/4p3/2Bn4/8/PPPQ1PP1/2K4R b - - 0 20,g7h6 d2h6 e7h7 h6h7,2,White
4q2k/p1p3p1/3pR2p/3Q4/3P4/2P5/P2B1PPP/1r4K1 w - - 1 22,d2e1 b1e1 e6e1 e8e1,2,Black
8/2P5/p7/3p4/PP6/6p1/5k1p/7K w - - 2 61,c7c8q g3g2 h1h2 g2g1q h2h3 g1g3,3,Black
r2q1r2/pbnnb1pk/1p2p3/3pP1P1/3P4/1P6/PB1NQPP1/2R1K2R b K - 0 18,h7g8 h1h8 g8h8 e2h5 h8g8 g5g6 d7f6 e5f6 f8f6 h5h7 g8f8 h7h8,6,White
r2q1rk1/1p3ppp/p2p4/2p1n3/P3PN1b/2N1RnK1/1PP4P/R1BQ1B2 w - - 10 19,g3g2 d8g5 g2h1 g5g1,2,Black
4k3/p6Q/4p2N/1p3p2/2p4P/P1q2P2/3n2P1/1KR4R w - - 5 31,b1a2 c3b3 a2a1 b3a3,2,Black
1k4r1/pp3p2/5p2/5Q2/1P5p/P7/R4RrP/1N1q3K w - - 2 24,f2f1 g2g1 f1g1 d1g1,2,Black
7Q/p3kp1p/2n2p2/8/1bq5/P3P3/1P2KPPP/R1B3NR w - - 1 17,e2f3 c6e5 f3g3 c4g4,2,Black
r3k2r/pp4q1/2pp1p2/4p3/1P2PP1p/PB1PRb2/1BPQ1P2/R5K1 w kq - 1 24,g1f1 g7g2 f1e1 g2g1,2,Black
2r5/8/6kp/4Bp2/1P2Q3/P5Pq/4bP1P/6K1 w - - 2 43,e4e2 c8c1 e2f1 c1f1,2,Black
2k5/1p5r/1B2pP2/Q7/4b3/P1p5/2P3r1/3R2K1 w - - 0 30,g1f1 h7h1 b6g1 h1g1,2,Black
r2qr1k1/pp1bbp2/2n1pn1Q/6N1/3P4/2N5/PPB2PPP/R4RK1 b - - 2 15,e7f8 c2h7 f6h7 h6h7,2,White
1r2qrk1/2nb4/1n1p1RN1/1PpPp2Q/4P3/2N1B3/1P5P/R5K1 b - - 0 27,f8f6 h5h8 g8f7 h8h7,2,White
1kQr3r/1pR1N3/pP1p2pp/8/3pq3/6b1/P4P1P/2R3K1 b - - 1 26,d8c8 c7c8 h8c8 c1c8,2,White
5rk1/1p3p2/p1n1p1Q1/3pP2p/3P3P/2P1q3/PP3RP1/5R1K b - - 0 24,f7g6 f2f8 g8h7 f1f7 h7h6 f8h8,3,White
5rk1/pp3p2/2p2qp1/7p/Q5n1/2P3RP/PP1r2KP/1N3BR1 w - - 4 24,b1d2 f6f2 g2h1 f2h2,2,Black
5q1k/pp2R1pp/2p5/8/3P4/PP3p1Q/1BP3rP/7K b - - 1 28,f8e7 h3c8 e7d8 c8d8,2,Black
1k1r4/ppp5/5p2/1R1b1q2/P1PP2p1/B7/3Q1Ppr/4R1K1 w - - 0 29,b5d5 h2h1 g1g2 f5f3,2,Black
1k1r4/pbp4p/1p4p1/4ppq1/1P6/P1P1P2N/3r1PPP/1R1R2K1 w - - 0 24,h3g5 d2d1 b1d1 d8d1,2,Black
r6k/p1p3pp/5N1n/1p1Q1p2/2n2qP1/5P2/PPP1r2N/R4K2 b - - 1 26,f4h2 d5a8 e2e8 a8e8 h6g8 e8g8,3,Black
6R1/p6p/3q1kp1/4rp2/3B4/1B5Q/PP1n2PP/6K1 w - - 3 33,h3h7 d6d4 g1h1 e5e1,2,White
r1b1q1rk/pp2pQ2/3pP1p1/2pP2P1/3b3N/2N4R/PP4K1/R7 b - - 6 30,e8f7 h4f5 f7h7 h3h7 h8h7 a1h1,3,White
4r1kR/pp3p2/2p2Pp1/3p2Q1/3P3P/2P5/PP4Pq/5K2 b - - 2 35,g8h8 g5h6 h8g8 h6g7,2,White
2k4r/1b4p1/p7/2p5/3p4/2P3Q1/PP5P/4RRKq w - - 4 33,g1f2 h8h2 g3h2 h1h2,2,Black
8/7R/6P1/5r2/R2p4/P2N4/1PP1k3/2K5 w - - 0 43,g6g7 f5f1 d3e1 f1e1,2,White
Bn3rk1/p1p2ppp/1b6/1b2P3/2P1Q3/8/PP4PP/RNBq1KNR w - - 1 12,e4e1 b5c4 g1e2 c4e2,2,Black
1Q6/p4p1p/6pk/3R4/8/8/PPP2R1r/4K1q1 w - - 1 36,f2f1 g1e3 e1d1 e3e2 d1c1 e2c2,3,Black
6kR/pp3p2/4qPp1/8/5Q2/5P2/PPK5/5r2 b - - 1 32,g8h8 f4h6 h8g8 h6g7,2,White
4r1kR/p3q1p1/2p1p1P1/3pBp2/3P1Q2/4P3/5PKP/2q1r3 b - - 1 33,g8h8 f4h6 h8g8 h6h7 g8f8 h7h8,3,White
r4rk1/1b3ppp/1p2p3/2np4/3Nn2q/P3PP2/1B2B1Pb/R2QRNK1 w - - 0 18,f1h2 h4f2 g1h1 e4g3,2,Black
3r2k1/p2r1p1p/1p3pp1/2p2P2/8/1P5Q/P5PP/R1q4K w - - 0 24,a1c1 d7d1 c1d1 d8d1,2,Black
1nk4r/6p1/p1p5/5Q2/q4b2/2P5/PR1R3P/2K5 b - - 0 38,c8c7 f5f7 b8d7 f7d7,2,White
5r1k/1pq1RQp1/p1p3P1/2Pp4/PP1P4/2N4P/5P2/6K1 b - - 0 28,f8f7 e7e8 f7f8 e8f8,2,White
7r/2RR1p2/4p1k1/p3P3/P7/5pP1/1r6/6K1 w - - 0 32,d7f7 b2g2 g1f1 h8h1,2,Black
r5k1/pp1R2pp/b1p1Pr2/5p2/8/PPQ3P1/1B3qB1/R6K w - - 1 27,e6e7 f6h6 g2h3 h6h3,2,White
8/p3ppP1/7Q/q1r1k3/1pBpP1P1/1Pb5/P1P5/1K5R w - - 1 31,g7g8q a5a2 b1a2 c5a5 a2b1 a5a1,3,White
3Br3/1p2Pk2/1P3P2/6K1/6P1/4P3/pQ6/7q b - - 6 48,a2a1q b2b3 h1d5 b3d5,2,Black
1r5k/3B2pp/4P3/2Q5/p2P4/2P3B1/r3qPPP/5RK1 w - - 3 28,e6e7 e2f1 g1f1 b8b1,2,White
6k1/2p3q1/3p2p1/p2P4/r1KRPQ2/2P2P2/1r6/7R w - - 10 37,c4d3 g7d4 c3d4 a4a3 d3c4 b2b4,3,Black
Q5k1/1b3ppp/8/1P1qp3/8/P7/2R2PPP/5BK1 b - - 0 29,b7a8 c2c8 d5d8 c8d8,2,White
2k2r2/ppq3p1/4pr2/3B4/3P2Qp/2P4P/PP4Pb/R4RK1 w - - 1 23,g1h1 f6f1 a1f1 f8f1,2,Black
r5k1/1p2q1pp/4p3/p3p3/n7/1P3N2/1KPQ2PP/r2RR3 w - - 3 24,b2a1 e7a3 a1b1 a3b2,2,Black
6k1/1R5p/3p1q2/4p2Q/1p2P3/1P5P/5PP1/2r3K1 w - - 1 42,g1h2 f6f4 g2g3 f4f2,2,Black
r2qb2k/1pp2rpB/1n2p1Np/p2n4/P2P4/B1P4P/2Q2PP1/R4RK1 b - - 4 20,h8h7 g6f8 h7g8 c2h7,2,White
